Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
SRR7179520 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 1.613770887944349e-05)	(4, 8.875739883693919e-05)	(5, 8.875739883693919e-05)	(6, 0.00011296396215610442)	(7, 0.00012103281659582616)	(8, 0.00015330823435471313)	(9, 0.00018558365211360011)	(10, 0.00022592792431220884)	(11, 0.0002501344876313741)	(12, 0.00026627219651081756)	(13, 0.0002904787598299828)	(14, 0.000314685323149148)	(15, 0.00032275417758886974)	(16, 0.00033889188646831327)	(17, 0.0003630984497874785)	(18, 0.00039537386754636545)	(19, 0.0004115115764258089)	(20, 0.00046799355750386115)	(21, 0.0005164066841421916)	(22, 0.000597095228539409)	(23, 0.0006535772096174612)	(24, 0.0007584723173338439)	(25, 0.0008875739883693919)	(26, 0.0010489510771638268)	(27, 0.0012668101470363138)	(28, 0.0014927380713485225)	(29, 0.0018316299578168358)	(30, 0.002372243205278193)	(31, 0.002807961345023167)	(32, 0.00346960740908035)	(33, 0.004187735454215585)	(34, 0.005204411113620525)	(35, 0.00610812281086936)	(36, 0.007253900141309848)	(37, 0.008674018522700874)	(38, 0.010207100866248006)	(39, 0.01179666519087319)	(40, 0.013894567345200844)	(41, 0.016525013892550133)	(42, 0.019494352326367734)	(43, 0.022560517013461998)	(44, 0.026070468694740955)	(45, 0.02975793517369379)	(46, 0.0337681558302355)	(47, 0.03841581598751522)	(48, 0.043846155025447954)	(49, 0.05038999597606229)	(50, 0.05794244373164184)	(51, 0.06679397705201659)	(52, 0.07667832374067574)	(53, 0.08722431649339205)	(54, 0.09928725388077606)	(55, 0.11201990618665697)	(56, 0.12584185384190033)	(57, 0.14051910006775417)	(58, 0.15733459272013428)	(59, 0.17649812201447343)	(60, 0.19888919308470127)	(61, 0.2250645568871586)	(62, 0.25499193800408654)	(63, 0.2878886575548321)	(64, 0.3247149092177221)	(65, 0.36539000444835945)
SRR7179520 - polya	(1, 0.0015330823435471313)	(2, 0.0021866595531645928)	(3, 0.00296126957937788)	(4, 0.004268423998612802)	(5, 0.005438407892372456)	(6, 0.006737493457167656)	(7, 0.008440021743948945)	(8, 0.011457773304404877)	(9, 0.015984400645088773)	(10, 0.021342119993064013)	(11, 0.02377891403385998)	(12, 0.026715977049918693)	(13, 0.029725659755934903)	(14, 0.03374394926691633)	(15, 0.03660032373857783)	(16, 0.03974717697006931)	(17, 0.04340236803126326)	(18, 0.04533889309679648)	(19, 0.04689618200366277)	(20, 0.04883270706919599)	(21, 0.051188812565594745)	(22, 0.053698226296348205)	(23, 0.055602475944122536)	(24, 0.057797204351726854)	(25, 0.05990317536049423)	(26, 0.062477139926765464)	(27, 0.06537385867062558)	(28, 0.0688353972252662)	(29, 0.07147391262705521)	(30, 0.07422539199100033)	(31, 0.07758203543792457)	(32, 0.08066433783389827)	(33, 0.08285099738706286)	(34, 0.08580419811200103)	(35, 0.0883539561149531)	(36, 0.09111350433333794)	(37, 0.09413125589379387)	(38, 0.09617267606704347)	(39, 0.0987062963611161)	(40, 0.10112695269303262)	(41, 0.10420925508900632)	(42, 0.10775955104248389)	(43, 0.11115653876160675)	(44, 0.11338354258696995)	(45, 0.1156670283934112)	(46, 0.11808768472532773)	(47, 0.12169446265988335)	(48, 0.12484938474581454)	(49, 0.12744755587540493)	(50, 0.13053792712581838)	(51, 0.1326600358434652)	(52, 0.13436256413024647)	(53, 0.13642819086681524)	(54, 0.13866326354661818)	(55, 0.14118881498625108)	(56, 0.14404518945791256)	(57, 0.14846692169088008)	(58, 0.15128295189034296)	(59, 0.15348574915238702)	(60, 0.1553012414013244)	(61, 0.15877891766484448)	(62, 0.16421732555721694)	(63, 0.16767886411185756)	(64, 0.17453739038562105)	(65, 0.17861216187768053)
SRR7179520 - polyg	(1, 0.016040882626166826)	(2, 0.19516945118798953)	(3, 0.19561323818217424)	(4, 0.19583916610648644)	(5, 0.19680742863925305)	(6, 0.20034158688385117)	(7, 0.20040613771936897)	(8, 0.20046261970044701)	(9, 0.20048682626376618)	(10, 0.20058365251704283)	(11, 0.20065627220700033)	(12, 0.20072889189695783)	(13, 0.20081764929579476)	(14, 0.20095481982127003)	(15, 0.2009870952390289)	(16, 0.20103550836566725)	(17, 0.20107585263786587)	(18, 0.20114847232782335)	(19, 0.2012372297266603)	(20, 0.20138246910657528)	(21, 0.20160839703088748)	(22, 0.2016406724486464)	(23, 0.20172942984748332)	(24, 0.20177784297412166)	(25, 0.2018343249551997)	(26, 0.2018746692273983)	(27, 0.20197149548067497)	(28, 0.2021248037150297)	(29, 0.2022781119493844)	(30, 0.20256052185477466)	(31, 0.20281065634240603)	(32, 0.20300430884895937)	(33, 0.2031334105199949)	(34, 0.20326251219103045)	(35, 0.20345616469758376)	(36, 0.20360140407749877)	(37, 0.20373857460297404)	(38, 0.20388381398288902)	(39, 0.20419043045159846)	(40, 0.20445670264810928)	(41, 0.20475525026237898)	(42, 0.205247450383202)	(43, 0.20607047353605362)	(44, 0.20653846709355747)	(45, 0.20690963439778468)	(46, 0.20722431972093383)	(47, 0.20746638535412548)	(48, 0.20776493296839518)	(49, 0.2094109792740984)	(50, 0.21049220576902114)	(51, 0.2108875796365675)	(52, 0.21372781639934954)	(53, 0.21447821986224366)	(54, 0.21473642320431477)	(55, 0.2150833839452228)	(56, 0.2153415872872939)	(57, 0.21566434146488278)	(58, 0.2159386825158333)	(59, 0.21619688585790442)	(60, 0.2164550891999755)	(61, 0.21677784337756437)	(62, 0.21704411557407519)	(63, 0.2174959714226996)	(64, 0.21784293216360764)	(65, 0.2183432011388704)
SRR7179521 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.637670616619016e-05)	(5, 2.456505924928524e-05)	(6, 3.275341233238032e-05)	(7, 3.275341233238032e-05)	(8, 4.913011849857048e-05)	(9, 4.913011849857048e-05)	(10, 5.731847158166556e-05)	(11, 6.550682466476064e-05)	(12, 6.550682466476064e-05)	(13, 8.18835308309508e-05)	(14, 9.007188391404588e-05)	(15, 0.00011463694316333112)	(16, 0.00013101364932952128)	(17, 0.00018014376782809176)	(18, 0.00019652047399428192)	(19, 0.00022108553324356716)	(20, 0.0002702156517421376)	(21, 0.0003520991825730884)	(22, 0.0004339827134040392)	(23, 0.00047492447881951463)	(24, 0.0005731847158166555)	(25, 0.0006960100120630818)	(26, 0.0008352120144756981)	(27, 0.0010481091946361702)	(28, 0.0012855714340459276)	(29, 0.0014984686142063995)	(30, 0.00207984168310615)	(31, 0.0026120846335073306)	(32, 0.0032343994678225565)	(33, 0.00409417654154754)	(34, 0.004855693378275382)	(35, 0.005846484101329887)	(36, 0.007009230239129388)	(37, 0.00822110649542746)	(38, 0.009711386756550764)	(39, 0.01139818749166835)	(40, 0.01337976893777736)	(41, 0.015697072860293267)	(42, 0.018792270325703207)	(43, 0.02226413203293552)	(44, 0.025424836323010222)	(45, 0.029150536975818483)	(46, 0.033514929169108164)	(47, 0.038100406895641405)	(48, 0.04341464804657011)	(49, 0.049973518866129274)	(50, 0.057465861937161265)	(51, 0.06647305032856586)	(52, 0.07629088567519686)	(53, 0.08729603221887665)	(54, 0.09916095583628141)	(55, 0.11208217700140545)	(56, 0.1261497675981628)	(57, 0.14156024810054774)	(58, 0.15890317993054312)	(59, 0.1788827614532951)	(60, 0.20024617464709016)	(61, 0.22578564791326372)	(62, 0.256295451500876)	(63, 0.28920444254183514)	(64, 0.326657969543912)	(65, 0.3663223518784246)
SRR7179521 - polya	(1, 0.0016622356758683012)	(2, 0.002448317571845429)	(3, 0.0031197625246592252)	(4, 0.004372580546372773)	(5, 0.005535326684172274)	(6, 0.006870028236716771)	(7, 0.008311178379341505)	(8, 0.011144348546092404)	(9, 0.015762579684958027)	(10, 0.02133065978146268)	(11, 0.02400825123963477)	(12, 0.026915116584133526)	(13, 0.02983835863479847)	(14, 0.03325290187044912)	(15, 0.036290780864277394)	(16, 0.03924677632727472)	(17, 0.04298066533316607)	(18, 0.04495405842619199)	(19, 0.04644433868731529)	(20, 0.04833584824951025)	(21, 0.05102162806076544)	(22, 0.05337168539561373)	(23, 0.05546790378488607)	(24, 0.057392166759413415)	(25, 0.059521138561018136)	(26, 0.062100469782193086)	(27, 0.06486813312427922)	(28, 0.06820898118218201)	(29, 0.07090294934652029)	(30, 0.07375249621943739)	(31, 0.07716703945508803)	(32, 0.08040962727599368)	(33, 0.08262048260842936)	(34, 0.0858712587824181)	(35, 0.0880411723494383)	(36, 0.09090709592852157)	(37, 0.09376483115452175)	(38, 0.0958364844845448)	(39, 0.0980227747577312)	(40, 0.10046290397649353)	(41, 0.10332063920249371)	(42, 0.10633395313707271)	(43, 0.10958472931106145)	(44, 0.11182014970274641)	(45, 0.1141702070375947)	(46, 0.11679866837726821)	(47, 0.12036060196841457)	(48, 0.12332478578449499)	(49, 0.12605969571424874)	(50, 0.12884373576250108)	(51, 0.13092357744560723)	(52, 0.13238929264748125)	(53, 0.13454282950833527)	(54, 0.13665542460377378)	(55, 0.13955410159518944)	(56, 0.14237908340885724)	(57, 0.1469399960761412)	(58, 0.1497895429490583)	(59, 0.15166467580508705)	(60, 0.15356437372036513)	(61, 0.15677420812893839)	(62, 0.1622849697538614)	(63, 0.16569951298951202)	(64, 0.17303627735196522)	(65, 0.176721036239358)
SRR7179521 - polyg	(1, 0.01692532582275753)	(2, 0.14989599153913852)	(3, 0.15030540919329327)	(4, 0.15037091601795805)	(5, 0.15045279954878898)	(6, 0.1509359123806916)	(7, 0.15098504249919018)	(8, 0.15105054932385492)	(9, 0.15112424450160278)	(10, 0.15115699791393516)	(11, 0.15121431638551683)	(12, 0.1512634465040154)	(13, 0.15131257662251396)	(14, 0.151402648506428)	(15, 0.1514190252125942)	(16, 0.1514435902718435)	(17, 0.15146815533109279)	(18, 0.15150090874342517)	(19, 0.1515827922742561)	(20, 0.15165648745200397)	(21, 0.15188576133833062)	(22, 0.15191032639757993)	(23, 0.15195945651607848)	(24, 0.15202496334074325)	(25, 0.15208228181232492)	(26, 0.15214778863698966)	(27, 0.15218054204932205)	(28, 0.15230336734556849)	(29, 0.1524261926418149)	(30, 0.15264727817505847)	(31, 0.15286836370830204)	(32, 0.15295843559221609)	(33, 0.1531058259477118)	(34, 0.15321227453779204)	(35, 0.15335147654020465)	(36, 0.1534333600710356)	(37, 0.15354799701419894)	(38, 0.15371176407586085)	(39, 0.1539410379621875)	(40, 0.15414574678926488)	(41, 0.15435045561634225)	(42, 0.15451422267800416)	(43, 0.1547680616235801)	(44, 0.15513653751231937)	(45, 0.15542312987022772)	(46, 0.15570153387505295)	(47, 0.15593899611446269)	(48, 0.15611913988229079)	(49, 0.1564630507117808)	(50, 0.15670870130427364)	(51, 0.15696254024984957)	(52, 0.157773187205076)	(53, 0.15802702615065195)	(54, 0.15823173497772933)	(55, 0.15846919721713906)	(56, 0.1587639779281305)	(57, 0.15900962852062334)	(58, 0.1592634674661993)	(59, 0.15954187147102453)	(60, 0.15982846382893287)	(61, 0.16015599795225666)	(62, 0.16049172042866355)	(63, 0.16086838467048592)	(64, 0.16130236738388998)	(65, 0.16176091515654328)
SRR7179522 - illumina_universal_adapter	(1, 1.555127238955564e-05)	(2, 3.110254477911128e-05)	(3, 4.665381716866692e-05)	(4, 7.77563619477782e-05)	(5, 7.77563619477782e-05)	(6, 0.00010885890672688949)	(7, 0.00011663454292166731)	(8, 0.00011663454292166731)	(9, 0.00011663454292166731)	(10, 0.00014773708770077858)	(11, 0.00014773708770077858)	(12, 0.0001555127238955564)	(13, 0.0001555127238955564)	(14, 0.00016328836009033422)	(15, 0.0001866152686746677)	(16, 0.0001943909048694455)	(17, 0.00023326908584333462)	(18, 0.000303249811596335)	(19, 0.0003499036287650019)	(20, 0.000388781809738891)	(21, 0.0004898650802710027)	(22, 0.00060649962319267)	(23, 0.0007075828937247817)	(24, 0.000777563619477782)	(25, 0.0009719545243472276)	(26, 0.0011041403396584504)	(27, 0.0013296337893070073)	(28, 0.0015784541475398976)	(29, 0.0019205821401101217)	(30, 0.0024026715841863468)	(31, 0.0029936199349894607)	(32, 0.0036312221029612423)	(33, 0.0042765999071278015)	(34, 0.00510081734377425)	(35, 0.005963912961394588)	(36, 0.007083604573442595)	(37, 0.008553199814255603)	(38, 0.0099916925102895)	(39, 0.01174121065411451)	(40, 0.013755100428561965)	(41, 0.0162666309194752)	(42, 0.01930690467163333)	(43, 0.022712633324946014)	(44, 0.02625054779356992)	(45, 0.030052833892816277)	(46, 0.03457047852198219)	(47, 0.039228084602654104)	(48, 0.04469435684758291)	(49, 0.051148134889248506)	(50, 0.05847278418472921)	(51, 0.06687824691128404)	(52, 0.07704877905405343)	(53, 0.08840898353462381)	(54, 0.10037568763838689)	(55, 0.11304997463587474)	(56, 0.12691393397116357)	(57, 0.14183537982894223)	(58, 0.15879404236975264)	(59, 0.17839642121678753)	(60, 0.20029261274128188)	(61, 0.22604551981838603)	(62, 0.255515180996594)	(63, 0.288864884635996)	(64, 0.32626569473287736)	(65, 0.3674065858394468)
SRR7179522 - polya	(1, 0.001726191235240676)	(2, 0.002550408671887125)	(3, 0.0031258057503006837)	(4, 0.0045409715377502475)	(5, 0.005645111877408697)	(6, 0.007005848211494816)	(7, 0.00856097545045038)	(8, 0.011150262303311394)	(9, 0.015745663294425085)	(10, 0.020955339544926226)	(11, 0.023435767491060352)	(12, 0.02607948379728481)	(13, 0.02890203973598916)	(14, 0.032385524751249624)	(15, 0.03511477305561664)	(16, 0.03841164280220243)	(17, 0.04187180090887856)	(18, 0.04358244087172968)	(19, 0.045215324472633024)	(20, 0.047135906612743146)	(21, 0.04951525128834516)	(22, 0.051863493419168065)	(23, 0.053706319197330404)	(24, 0.05568910642699875)	(25, 0.057741874382420094)	(26, 0.06017564851138555)	(27, 0.06255499318698757)	(28, 0.06550973494100314)	(29, 0.06835561778829181)	(30, 0.07141921844903427)	(31, 0.07505821618819031)	(32, 0.07814514375751709)	(33, 0.08054781534170344)	(34, 0.08365806981961457)	(35, 0.08614627340194347)	(36, 0.0891165664283486)	(37, 0.09190024418607906)	(38, 0.09418628122734374)	(39, 0.09648786954099797)	(40, 0.09909270766624854)	(41, 0.10195414178592678)	(42, 0.10523546026012302)	(43, 0.1085712081876827)	(44, 0.11076393759461005)	(45, 0.11303442336348518)	(46, 0.11585697930218952)	(47, 0.1191616246849701)	(48, 0.12238073806960811)	(49, 0.12509443510158558)	(50, 0.12839908048436616)	(51, 0.13068511752563083)	(52, 0.13247351385042974)	(53, 0.13432411526478685)	(54, 0.1366179279422463)	(55, 0.13944048388095065)	(56, 0.14225526418346024)	(57, 0.14662517172492537)	(58, 0.14956436220655137)	(59, 0.15171821343250483)	(60, 0.15350660975730374)	(61, 0.1564613515113193)	(62, 0.16168657903421)	(63, 0.16514673714088612)	(64, 0.1721370340799914)	(65, 0.17658469798340432)
SRR7179522 - polyg	(1, 0.014952548402557749)	(2, 0.19099295185232762)	(3, 0.19152947074976728)	(4, 0.19186382310614272)	(5, 0.19280467508571084)	(6, 0.1961559742856601)	(7, 0.1963270382819452)	(8, 0.19639701900769818)	(9, 0.19645144846106163)	(10, 0.19652142918681464)	(11, 0.19661473682115196)	(12, 0.19666916627451542)	(13, 0.19677024954504752)	(14, 0.1968480059069953)	(15, 0.19687910845177442)	(16, 0.1969257622689431)	(17, 0.19696464044991696)	(18, 0.19699574299469608)	(19, 0.19710460190142298)	(20, 0.19722901208053942)	(21, 0.19747783243877232)	(22, 0.1975167106197462)	(23, 0.19756336443691486)	(24, 0.1976566720712522)	(25, 0.19771110152461563)	(26, 0.19781996043134253)	(27, 0.19799102442762764)	(28, 0.19811543460674408)	(29, 0.19829427423922397)	(30, 0.19862085095940465)	(31, 0.19886967131763753)	(32, 0.1990251840415331)	(33, 0.199204023674013)	(34, 0.1993051069445451)	(35, 0.19946061966844064)	(36, 0.19967056184569965)	(37, 0.19977942075242655)	(38, 0.20002046547446464)	(39, 0.20033149092225577)	(40, 0.20053365746332)	(41, 0.20085245854730588)	(42, 0.20107795199695444)	(43, 0.201513387623862)	(44, 0.20212766288324943)	(45, 0.2024620152396249)	(46, 0.2027341625064421)	(47, 0.2030840661352071)	(48, 0.20333288649344)	(49, 0.20449923192265668)	(50, 0.20517571227160236)	(51, 0.20546341081080913)	(52, 0.2073995442233088)	(53, 0.20794383875694325)	(54, 0.2082082103875657)	(55, 0.20846480638199336)	(56, 0.20869029983164192)	(57, 0.20906353036899125)	(58, 0.2092967994548346)	(59, 0.20956117108545705)	(60, 0.20991107471422205)	(61, 0.21024542707059748)	(62, 0.21055645251838861)	(63, 0.21086747796617972)	(64, 0.21123293286733427)	(65, 0.2116839197666314)
SRR7179523 - illumina_universal_adapter	(1, 7.753132207263243e-06)	(2, 7.753132207263243e-06)	(3, 1.5506264414526485e-05)	(4, 3.876566103631621e-05)	(5, 3.876566103631621e-05)	(6, 4.6518793243579455e-05)	(7, 5.42719254508427e-05)	(8, 6.977818986536919e-05)	(9, 7.753132207263243e-05)	(10, 0.00010079071869442216)	(11, 0.0001085438509016854)	(12, 0.00011629698310894865)	(13, 0.00013180324752347513)	(14, 0.00013180324752347513)	(15, 0.00013955637973073838)	(16, 0.00015506264414526485)	(17, 0.00020933456959610754)	(18, 0.00022484083401063404)	(19, 0.00024810023063242376)	(20, 0.0003256315527050562)	(21, 0.00037215034594863564)	(22, 0.00042642227139947833)	(23, 0.0005039535934721108)	(24, 0.0005659786511302168)	(25, 0.0006822756342391654)	(26, 0.0008140788817626405)	(27, 0.0010001540547369583)	(28, 0.0012094886243330658)	(29, 0.0014498357227582263)	(30, 0.0018142329364995988)	(31, 0.002364705323215289)	(32, 0.0028996714455164527)	(33, 0.003581947079755618)	(34, 0.004434791622554575)	(35, 0.005341908090804375)	(36, 0.006411840335406702)	(37, 0.007753132207263242)	(38, 0.009195214797814205)	(39, 0.010776853768095907)	(40, 0.012730643084326245)	(41, 0.015196139126235957)	(42, 0.017917488530985355)	(43, 0.021166050925828652)	(44, 0.02457742909702448)	(45, 0.02811285738353652)	(46, 0.0319351515617173)	(47, 0.03639320258089366)	(48, 0.0415102698376874)	(49, 0.047332872125342096)	(50, 0.05425641918642817)	(51, 0.06292442099414848)	(52, 0.07265460191426384)	(53, 0.08409047191997714)	(54, 0.09579770155294463)	(55, 0.1087531854712815)	(56, 0.12232891996619945)	(57, 0.13716066187869402)	(58, 0.15371359914120106)	(59, 0.17290260135417757)	(60, 0.19419270239532244)	(61, 0.21954544471307325)	(62, 0.24867396241576126)	(63, 0.28075642348941654)	(64, 0.31658364741918)	(65, 0.35612462167622255)
SRR7179523 - polya	(1, 0.0018917642585722313)	(2, 0.002783374462407504)	(3, 0.0033493531135377207)	(4, 0.004504569812419944)	(5, 0.005527983263778692)	(6, 0.006939053325500602)	(7, 0.008481926634745987)	(8, 0.01121102917170265)	(9, 0.015700092719708066)	(10, 0.021166050925828652)	(11, 0.02354626251345847)	(12, 0.026306377579244183)	(13, 0.028942442529713685)	(14, 0.032462364551811194)	(15, 0.0352457390142187)	(16, 0.038502054541269266)	(17, 0.04198321090233046)	(18, 0.043867222028695425)	(19, 0.045479873527806185)	(20, 0.047232081406647676)	(21, 0.04954251480441212)	(22, 0.05186070133438383)	(23, 0.05347335283349459)	(24, 0.055194548183507025)	(25, 0.05709406557428652)	(26, 0.05973013052475602)	(27, 0.062187873434458474)	(28, 0.06501776669010956)	(29, 0.06805699451535674)	(30, 0.0708946409032151)	(31, 0.07434478473544724)	(32, 0.07770189098119222)	(33, 0.08026042460958908)	(34, 0.0831911085839346)	(35, 0.08558682643597894)	(36, 0.08826165704748476)	(37, 0.09073490622160173)	(38, 0.09300657395832986)	(39, 0.09495261014235293)	(40, 0.0973018092011537)	(41, 0.10010068992797573)	(42, 0.10324846160412461)	(43, 0.10669860543635674)	(44, 0.10872217294245246)	(45, 0.11091630935710795)	(46, 0.11346708985329756)	(47, 0.11690948055332244)	(48, 0.1197006081479372)	(49, 0.12222037611529776)	(50, 0.1252751102049595)	(51, 0.12754677794168762)	(52, 0.1292757264239073)	(53, 0.13142334404531922)	(54, 0.13347017094803673)	(55, 0.13628455793927327)	(56, 0.13906793240168078)	(57, 0.14352598342085715)	(58, 0.14639464233754454)	(59, 0.14830966599273857)	(60, 0.15048054301077227)	(61, 0.15382214299210273)	(62, 0.15926484180160153)	(63, 0.16255216985748114)	(64, 0.1686383786401828)	(65, 0.1731274421881882)
SRR7179523 - polyg	(1, 0.016979359533906502)	(2, 0.1877498495310867)	(3, 0.18822279059572974)	(4, 0.1883390875788387)	(5, 0.1884631376941549)	(6, 0.18860269407388564)	(7, 0.18864145973492197)	(8, 0.18877326298244543)	(9, 0.1889283256265907)	(10, 0.1891376601961868)	(11, 0.1893082291047466)	(12, 0.1895408230709645)	(13, 0.18963386065745166)	(14, 0.1899207265491204)	(15, 0.18993623281353492)	(16, 0.1899594922101567)	(17, 0.19001376413560755)	(18, 0.1900680360610584)	(19, 0.19013781425092377)	(20, 0.19033939568831262)	(21, 0.19066502724101766)	(22, 0.1907425585630903)	(23, 0.19083559614957746)	(24, 0.19093638686827188)	(25, 0.19102942445475904)	(26, 0.19114572143786798)	(27, 0.19125426528876968)	(28, 0.19146359985836578)	(29, 0.19174271261782727)	(30, 0.19200631911287422)	(31, 0.19226992560792117)	(32, 0.19236296319440832)	(33, 0.192618816557248)	(34, 0.1927893854658078)	(35, 0.19292118871333128)	(36, 0.19306849822526928)	(37, 0.1932545733982436)	(38, 0.19348716736446148)	(39, 0.1938825771070319)	(40, 0.19415393673428613)	(41, 0.19450282768361296)	(42, 0.19503779380591413)	(43, 0.19591389774533488)	(44, 0.19665819843723215)	(45, 0.1970458550475953)	(46, 0.19737923973250762)	(47, 0.19773588381404175)	(48, 0.19824759053972113)	(49, 0.20111624945640852)	(50, 0.20319408888795507)	(51, 0.20375231440687802)	(52, 0.2079312526665929)	(53, 0.2089236535891226)	(54, 0.20922602574520588)	(55, 0.20951289163687462)	(56, 0.20980751066075062)	(57, 0.2101253890812484)	(58, 0.21038899557629537)	(59, 0.2107378865256222)	(60, 0.21100149302066915)	(61, 0.21131937144116694)	(62, 0.21169927491932283)	(63, 0.21205591900085696)	(64, 0.21247458814004916)	(65, 0.21291651667586317)
SRR7179524 - illumina_universal_adapter	(1, 7.093999249880519e-06)	(2, 7.093999249880519e-06)	(3, 7.093999249880519e-06)	(4, 2.128199774964156e-05)	(5, 3.54699962494026e-05)	(6, 7.803399174868571e-05)	(7, 8.512799099856623e-05)	(8, 0.0001135039879980883)	(9, 0.00012769198649784935)	(10, 0.00015606798349737143)	(11, 0.000177349981247013)	(12, 0.00020572597824653507)	(13, 0.0002199139767462961)	(14, 0.0002270079759961766)	(15, 0.0002482899737458182)	(16, 0.0002837599699952208)	(17, 0.00031213596699474286)	(18, 0.0003334179647443844)	(19, 0.0003617939617439065)	(20, 0.00039016995874342856)	(21, 0.00042563995499283113)	(22, 0.0004752979497419948)	(23, 0.0005107679459913974)	(24, 0.0006029899362398442)	(25, 0.000751963920487335)	(26, 0.0008796559069851844)	(27, 0.0010570058882321974)	(28, 0.001284013864228374)	(29, 0.0016316198274725195)	(30, 0.0020146957869660673)	(31, 0.0026744377172049556)	(32, 0.0033128976496942025)	(33, 0.004135801562680343)	(34, 0.005079303462914452)	(35, 0.006022805363148561)	(36, 0.007321007225876696)	(37, 0.008789465070601963)	(38, 0.01066228087257042)	(39, 0.012698258657286129)	(40, 0.014947056419498254)	(41, 0.01792653610444807)	(42, 0.021537381722637257)	(43, 0.02527591932732429)	(44, 0.029702574859249733)	(45, 0.03411504239267542)	(46, 0.03865520191259895)	(47, 0.04375578737326304)	(48, 0.050190044692904674)	(49, 0.05765293190377898)	(50, 0.06643530297513106)	(51, 0.07631724393021462)	(52, 0.08749029274877644)	(53, 0.10038008938580935)	(54, 0.11446167789682218)	(55, 0.12947967430881924)	(56, 0.14505809666155686)	(57, 0.16272215479375934)	(58, 0.1832380006244138)	(59, 0.2060097382165303)	(60, 0.23232138143433712)	(61, 0.26220840027408376)	(62, 0.2958055807215179)	(63, 0.3344324066371173)	(64, 0.3773723840966441)	(65, 0.4238309851841116)
SRR7179524 - polya	(1, 0.0016883718214715637)	(2, 0.002433241742709018)	(3, 0.0028305057007023274)	(4, 0.0038875115889345246)	(5, 0.005001269471165766)	(6, 0.0060866513563974855)	(7, 0.0076969891861203635)	(8, 0.010598434879321496)	(9, 0.01530885038124216)	(10, 0.02063644381790243)	(11, 0.023041309563611927)	(12, 0.02636130121255601)	(13, 0.029596164870501526)	(14, 0.033831282422680194)	(15, 0.03666178812338253)	(16, 0.03952776382033425)	(17, 0.042982541455026065)	(18, 0.0450468952367413)	(19, 0.04650825908221669)	(20, 0.04850876687068299)	(21, 0.0508710686208932)	(22, 0.05322627637185354)	(23, 0.05505652817832271)	(24, 0.056780369996043675)	(25, 0.05851130581301452)	(26, 0.06135599951221661)	(27, 0.06393821523917312)	(28, 0.06721564289261792)	(29, 0.06988298661057299)	(30, 0.0729759702835209)	(31, 0.07672869588670769)	(32, 0.07976492756565656)	(33, 0.0825173992746102)	(34, 0.08580901492655477)	(35, 0.08836285465651175)	(36, 0.09080319039847065)	(37, 0.09346344011717585)	(38, 0.09545685390639226)	(39, 0.09758505368135642)	(40, 0.0997770994495695)	(41, 0.1025792291532723)	(42, 0.10577862281496843)	(43, 0.10918374245491107)	(44, 0.11126937823437595)	(45, 0.11357492799058712)	(46, 0.11634158769804051)	(47, 0.11967576734548437)	(48, 0.12270490502518334)	(49, 0.12516652276489187)	(50, 0.12816728444759135)	(51, 0.13062180818805)	(52, 0.13236693200352062)	(53, 0.13431068779798788)	(54, 0.13632538358495394)	(55, 0.138815377321662)	(56, 0.14161041302611493)	(57, 0.14615057254603847)	(58, 0.14898107824674078)	(59, 0.15117312401495386)	(60, 0.15318781980191992)	(61, 0.15635883746661652)	(62, 0.16141685893178134)	(63, 0.1645665945987283)	(64, 0.1706035879603766)	(65, 0.1740370835973188)
